state_0,state_1,state_2,state_3,action_count,next_state_0,next_state_1,next_state_2,next_state_3,rewards
0.004492436,0.0032831342,-0.015695522,-0.0038785106,0,0.004558099,-0.19161025,-0.015773091,0.28381124,1
0.004558099,-0.19161025,-0.015773091,0.28381124,1,0.00072589406,0.003733083,-0.010096868,-0.013804384,1
0.00072589406,0.003733083,-0.010096868,-0.013804384,1,0.00080055575,0.19899838,-0.010372954,-0.30965582,1
0.00080055575,0.19899838,-0.010372954,-0.30965582,0,0.004780523,0.004025736,-0.016566072,-0.02026219,1
0.004780523,0.004025736,-0.016566072,-0.02026219,1,0.0048610377,0.19938129,-0.016971314,-0.31812552,1
0.0048610377,0.19938129,-0.016971314,-0.31812552,0,0.008848663,0.0045051225,-0.023333825,-0.030842686,1
0.008848663,0.0045051225,-0.023333825,-0.030842686,0,0.008938766,-0.19027457,-0.02395068,0.2543878,1
0.008938766,-0.19027457,-0.02395068,0.2543878,1,0.005133275,0.0051810215,-0.018862924,-0.04575233,1
0.005133275,0.0051810215,-0.018862924,-0.04575233,1,0.0052368953,0.2005683,-0.01977797,-0.3443265,1
0.0052368953,0.2005683,-0.01977797,-0.3443265,0,0.009248261,0.005733214,-0.0266645,-0.057945356,1
0.009248261,0.005733214,-0.0266645,-0.057945356,1,0.009362926,0.20122714,-0.027823407,-0.35892043,1
0.009362926,0.20122714,-0.027823407,-0.35892043,1,0.013387469,0.39673334,-0.035001814,-0.66024524,1
0.013387469,0.39673334,-0.035001814,-0.66024524,1,0.021322135,0.59232444,-0.04820672,-0.96374065,1
0.021322135,0.59232444,-0.04820672,-0.96374065,1,0.033168625,0.7880598,-0.06748153,-1.2711698,1
0.033168625,0.7880598,-0.06748153,-1.2711698,0,0.048929818,0.593861,-0.09290493,-1.0003592,1
0.048929818,0.593861,-0.09290493,-1.0003592,0,0.060807038,0.4000952,-0.11291211,-0.73823875,1
0.060807038,0.4000952,-0.11291211,-0.73823875,1,0.06880894,0.5965803,-0.12767689,-1.0642153,1
0.06880894,0.5965803,-0.12767689,-1.0642153,0,0.08074055,0.40335816,-0.1489612,-0.81417626,1
0.08074055,0.40335816,-0.1489612,-0.81417626,0,0.08880771,0.2105558,-0.16524471,-0.5718083,1
0.08880771,0.2105558,-0.16524471,-0.5718083,0,0.09301883,0.018089388,-0.17668088,-0.33540243,1
0.09301883,0.018089388,-0.17668088,-0.33540243,1,0.093380615,0.21522789,-0.18338893,-0.6781811,1
0.093380615,0.21522789,-0.18338893,-0.6781811,0,0.09768517,0.023063209,-0.19695255,-0.44838223,1
0.09768517,0.023063209,-0.19695255,-0.44838223,1,0.09814644,0.22034614,-0.2059202,-0.7961161,1
0.09814644,0.22034614,-0.2059202,-0.7961161,1,-0.019513767,0.029136414,-0.0035430514,-0.027136097,1
-0.019513767,0.029136414,-0.0035430514,-0.027136097,0,-0.018931039,-0.16593455,-0.004085773,0.26442686,1
-0.018931039,-0.16593455,-0.004085773,0.26442686,1,-0.02224973,0.02924548,0.0012027638,-0.02954196,1
-0.02224973,0.02924548,0.0012027638,-0.02954196,0,-0.02166482,-0.1658937,0.00061192457,0.2635202,1
-0.02166482,-0.1658937,0.00061192457,0.2635202,1,-0.024982695,0.029219514,0.005882329,-0.028969647,1
-0.024982695,0.029219514,0.005882329,-0.028969647,1,-0.024398305,0.22425662,0.005302936,-0.31979084,1
-0.024398305,0.22425662,0.005302936,-0.31979084,1,-0.019913172,0.41930264,-0.0010928811,-0.6107967,1
-0.019913172,0.41930264,-0.0010928811,-0.6107967,0,-0.011527119,0.22419599,-0.013308816,-0.3184582,1
-0.011527119,0.22419599,-0.013308816,-0.3184582,0,-0.0070431996,0.02926609,-0.01967798,-0.030001938,1
-0.0070431996,0.02926609,-0.01967798,-0.030001938,0,-0.006457878,-0.16556822,-0.020278018,0.256408,1
-0.006457878,-0.16556822,-0.020278018,0.256408,1,-0.009769242,0.029837288,-0.015149859,-0.04260134,1
-0.009769242,0.029837288,-0.015149859,-0.04260134,0,-0.009172496,-0.16506419,-0.016001886,0.24526343,1
-0.009172496,-0.16506419,-0.016001886,0.24526343,1,-0.01247378,0.030282624,-0.011096617,-0.05242362,1
-0.01247378,0.030282624,-0.011096617,-0.05242362,0,-0.011868128,-0.16467847,-0.012145089,0.23673768,1
-0.011868128,-0.16467847,-0.012145089,0.23673768,0,-0.015161697,-0.35962483,-0.007410336,0.5255651,1
-0.015161697,-0.35962483,-0.007410336,0.5255651,1,-0.022354193,-0.16439939,0.0031009659,0.23055634,1
-0.022354193,-0.16439939,0.0031009659,0.23055634,1,-0.02564218,0.030678123,0.0077120923,-0.061146833,1
-0.02564218,0.030678123,0.0077120923,-0.061146833,0,-0.025028618,-0.16455355,0.006489156,0.2339593,1
-0.025028618,-0.16455355,0.006489156,0.2339593,0,-0.02831969,-0.35976762,0.011168342,0.52868205,1
-0.02831969,-0.35976762,0.011168342,0.52868205,0,-0.03551504,-0.5550449,0.021741983,0.82486314,1
-0.03551504,-0.5550449,0.021741983,0.82486314,0,-0.04661594,-0.75045735,0.038239244,1.1243042,1
-0.04661594,-0.75045735,0.038239244,1.1243042,0,-0.061625086,-0.9460591,0.060725328,1.4287319,1
-0.061625086,-0.9460591,0.060725328,1.4287319,0,-0.08054627,-1.1418762,0.08929997,1.7397584,1
-0.08054627,-1.1418762,0.08929997,1.7397584,1,-0.103383794,-0.9478777,0.124095134,1.4761394,1
-0.103383794,-0.9478777,0.124095134,1.4761394,1,-0.12234135,-0.75447094,0.15361792,1.2246506,1
-0.12234135,-0.75447094,0.15361792,1.2246506,0,-0.13743077,-0.95120054,0.17811094,1.5612563,1
-0.13743077,-0.95120054,0.17811094,1.5612563,0,-0.15645477,-1.1479499,0.20933606,1.9037998,1
-0.15645477,-1.1479499,0.20933606,1.9037998,1,-0.029211802,0.042160943,-0.042539775,0.013443374,1
-0.029211802,0.042160943,-0.042539775,0.013443374,1,-0.028368583,0.23786634,-0.04227091,-0.29235205,1
-0.028368583,0.23786634,-0.04227091,-0.29235205,1,-0.023611257,0.4335647,-0.04811795,-0.5980613,1
-0.023611257,0.4335647,-0.04811795,-0.5980613,0,-0.014939963,0.23914789,-0.060079176,-0.32091486,1
-0.014939963,0.23914789,-0.060079176,-0.32091486,1,-0.010157005,0.43507168,-0.066497475,-0.63192296,1
-0.010157005,0.43507168,-0.066497475,-0.63192296,0,-0.0014555719,0.24093743,-0.07913593,-0.36090106,1
-0.0014555719,0.24093743,-0.07913593,-0.36090106,1,0.0033631765,0.43708983,-0.08635396,-0.67745054,1
0.0033631765,0.43708983,-0.08635396,-0.67745054,0,0.012104973,0.24326704,-0.099902965,-0.41315618,1
0.012104973,0.24326704,-0.099902965,-0.41315618,1,0.016970314,0.43965268,-0.10816609,-0.7355885,1
0.016970314,0.43965268,-0.10816609,-0.7355885,1,0.025763368,0.6360893,-0.12287786,-1.0602603,1
0.025763368,0.6360893,-0.12287786,-1.0602603,0,0.038485155,0.44279,-0.14408307,-0.8085327,1
0.038485155,0.44279,-0.14408307,-0.8085327,1,0.047340956,0.6395614,-0.16025372,-1.1428454,1
0.047340956,0.6395614,-0.16025372,-1.1428454,0,0.060132183,0.4468543,-0.18311062,-0.9044017,1
0.060132183,0.4468543,-0.18311062,-0.9044017,1,0.06906927,0.6439206,-0.20119867,-1.2485936,1
0.06906927,0.6439206,-0.20119867,-1.2485936,1,0.025176827,-0.020634087,-0.041451525,-0.020069566,1
0.025176827,-0.020634087,-0.041451525,-0.020069566,0,0.024764145,-0.21513782,-0.041852918,0.25925216,1
0.024764145,-0.21513782,-0.041852918,0.25925216,0,0.020461388,-0.40963808,-0.036667876,0.5384459,1
0.020461388,-0.40963808,-0.036667876,0.5384459,0,0.012268627,-0.6042259,-0.025898956,0.8193534,1
0.012268627,-0.6042259,-0.025898956,0.8193534,1,0.00018410962,-0.4087592,-0.009511888,0.5186383,1
0.00018410962,-0.4087592,-0.009511888,0.5186383,0,-0.007991075,-0.60374594,0.00086087786,0.8083088,1
-0.007991075,-0.60374594,0.00086087786,0.8083088,0,-0.020065993,-0.7988797,0.017027052,1.1012623,1
-0.020065993,-0.7988797,0.017027052,1.1012623,0,-0.036043588,-0.9942215,0.0390523,1.3992383,1
-0.036043588,-0.9942215,0.0390523,1.3992383,0,-0.055928018,-1.1898066,0.06703707,1.7038707,1
-0.055928018,-1.1898066,0.06703707,1.7038707,0,-0.07972415,-1.385633,0.10111448,2.0166447,1
-0.07972415,-1.385633,0.10111448,2.0166447,0,-0.107436806,-1.5816486,0.14144738,2.3388433,1
-0.107436806,-1.5816486,0.14144738,2.3388433,1,-0.13906978,-1.3880574,0.18822424,2.0928037,1
-0.13906978,-1.3880574,0.18822424,2.0928037,1,-0.033477437,-0.00413326,0.04710392,-0.022476884,1
-0.033477437,-0.00413326,0.04710392,-0.022476884,1,-0.0335601,0.19028263,0.04665438,-0.29993382,1
-0.0335601,0.19028263,0.04665438,-0.29993382,1,-0.029754449,0.38470963,0.040655706,-0.5775455,1
-0.029754449,0.38470963,0.040655706,-0.5775455,1,-0.022060256,0.57923883,0.029104793,-0.8571488,1
-0.022060256,0.57923883,0.029104793,-0.8571488,1,-0.010475479,0.7739524,0.011961818,-1.1405399,1
-0.010475479,0.7739524,0.011961818,-1.1405399,0,0.0050035696,0.57867616,-0.0108489795,-0.84412974,1
0.0050035696,0.57867616,-0.0108489795,-0.84412974,0,0.016577093,0.38370395,-0.027731575,-0.5548781,1
0.016577093,0.38370395,-0.027731575,-0.5548781,1,0.024251172,0.5792041,-0.038829137,-0.8561676,1
0.024251172,0.5792041,-0.038829137,-0.8561676,1,0.035835255,0.774833,-0.05595249,-1.1608027,1
0.035835255,0.774833,-0.05595249,-1.1608027,0,0.051331915,0.5804828,-0.07916854,-0.88617504,1
0.051331915,0.5804828,-0.07916854,-0.88617504,1,0.062941566,0.77658504,-0.096892044,-1.2026584,1
0.062941566,0.77658504,-0.096892044,-1.2026584,0,0.07847327,0.58284014,-0.120945215,-0.94184583,1
0.07847327,0.58284014,-0.120945215,-0.94184583,1,0.09013007,0.779366,-0.13978213,-1.2699525,1
0.09013007,0.779366,-0.13978213,-1.2699525,1,0.10571739,0.9759682,-0.16518117,-1.6029416,1
0.10571739,0.9759682,-0.16518117,-1.6029416,1,0.12523675,1.1726149,-0.19724001,-1.9422395,1
0.12523675,1.1726149,-0.19724001,-1.9422395,0,0.009079247,-0.0121225305,-0.020833084,-0.04604567,1
0.009079247,-0.0121225305,-0.020833084,-0.04604567,0,0.0088367965,-0.20693965,-0.021753998,0.23999211,1
0.0088367965,-0.20693965,-0.021753998,0.23999211,1,0.004698003,-0.011513799,-0.016954156,-0.05947247,1
0.004698003,-0.011513799,-0.016954156,-0.05947247,1,0.004467727,0.18384708,-0.018143605,-0.35745597,1
0.004467727,0.18384708,-0.018143605,-0.35745597,1,0.008144669,0.3792222,-0.025292724,-0.65580434,1
0.008144669,0.3792222,-0.025292724,-0.65580434,1,0.015729113,0.574687,-0.038408812,-0.956343,1
0.015729113,0.574687,-0.038408812,-0.956343,1,0.027222853,0.77030385,-0.05753567,-1.2608414,1
0.027222853,0.77030385,-0.05753567,-1.2608414,1,0.04262893,0.9661126,-0.082752496,-1.5709746,1
0.04262893,0.9661126,-0.082752496,-1.5709746,0,0.061951183,0.77207,-0.11417199,-1.3052082,1
0.061951183,0.77207,-0.11417199,-1.3052082,1,0.077392586,0.96843934,-0.14027615,-1.6313381,1
0.077392586,0.96843934,-0.14027615,-1.6313381,1,0.09676137,1.1649027,-0.17290291,-1.9642446,1
0.09676137,1.1649027,-0.17290291,-1.9642446,1,-0.028223444,0.0027351428,0.037473496,0.015353519,1
-0.028223444,0.0027351428,0.037473496,0.015353519,0,-0.028168742,-0.19290362,0.037780564,0.31962028,1
-0.028168742,-0.19290362,0.037780564,0.31962028,0,-0.032026812,-0.3885427,0.044172972,0.6239743,1
-0.032026812,-0.3885427,0.044172972,0.6239743,1,-0.039797667,-0.19406441,0.056652457,0.34552407,1
-0.039797667,-0.19406441,0.056652457,0.34552407,0,-0.043678954,-0.38994455,0.06356294,0.65551984,1
-0.043678954,-0.38994455,0.06356294,0.65551984,0,-0.051477846,-0.5858912,0.07667334,0.96752113,1
-0.051477846,-0.5858912,0.07667334,0.96752113,0,-0.06319567,-0.7819543,0.09602376,1.2832717,1
-0.06319567,-0.7819543,0.09602376,1.2832717,0,-0.07883476,-0.9781589,0.12168919,1.6044104,1
-0.07883476,-0.9781589,0.12168919,1.6044104,1,-0.09839793,-0.78466874,0.1537774,1.3520098,1
-0.09839793,-0.78466874,0.1537774,1.3520098,1,-0.11409131,-0.5917756,0.18081759,1.111117,1
-0.11409131,-0.5917756,0.18081759,1.111117,1,-0.12592682,-0.3994292,0.20303993,0.8801724,1
-0.12592682,-0.3994292,0.20303993,0.8801724,0,-0.03314875,0.030292707,0.029523067,0.028127681,1
-0.03314875,0.030292707,0.029523067,0.028127681,0,-0.032542896,-0.16523992,0.030085621,0.32997733,1
-0.032542896,-0.16523992,0.030085621,0.32997733,1,-0.035847694,0.029441133,0.03668517,0.04693174,1
-0.035847694,0.029441133,0.03668517,0.04693174,0,-0.03525887,-0.16618714,0.0376238,0.35095972,1
-0.03525887,-0.16618714,0.0376238,0.35095972,0,-0.038582616,-0.36182338,0.044642996,0.6552652,1
-0.038582616,-0.36182338,0.044642996,0.6552652,0,-0.04581908,-0.5575375,0.0577483,0.9616646,1
