state_0,state_1,state_2,state_3,action_count,next_state_0,next_state_1,next_state_2,next_state_3,rewards
-0.012047705,0.0049651265,0.033616096,0.017134264,1,-0.011948403,0.19958927,0.03395878,-0.26475573,1
-0.011948403,0.19958927,0.03395878,-0.26475573,1,-0.0079566175,0.3942105,0.028663665,-0.5465373,1
-0.0079566175,0.3942105,0.028663665,-0.5465373,0,-7.240791e-05,0.19869778,0.01773292,-0.24496272,1
-7.240791e-05,0.19869778,0.01773292,-0.24496272,1,0.0039015475,0.39356202,0.012833665,-0.53199995,1
0.0039015475,0.39356202,0.012833665,-0.53199995,0,0.011772788,0.19826193,0.0021936665,-0.23530093,1
0.011772788,0.19826193,0.0021936665,-0.23530093,1,0.015738027,0.39335248,-0.002512352,-0.5272911,1
0.015738027,0.39335248,-0.002512352,-0.5272911,0,0.023605075,0.19826595,-0.013058174,-0.23540089,1
0.023605075,0.19826595,-0.013058174,-0.23540089,0,0.027570395,0.003332982,-0.017766193,0.053134654,1
0.027570395,0.003332982,-0.017766193,0.053134654,0,0.027637055,-0.19152978,-0.0167035,0.34015968,1
0.027637055,-0.19152978,-0.0167035,0.34015968,1,0.023806458,0.0038258072,-0.009900305,0.04225658,1
0.023806458,0.0038258072,-0.009900305,0.04225658,1,0.023882976,0.19908832,-0.009055174,-0.25353348,1
0.023882976,0.19908832,-0.009055174,-0.25353348,0,0.027864741,0.0040968247,-0.014125843,0.03627959,1
0.027864741,0.0040968247,-0.014125843,0.03627959,1,0.027946677,0.19941847,-0.013400251,-0.2608265,1
0.027946677,0.19941847,-0.013400251,-0.2608265,1,0.031935047,0.3947291,-0.01861678,-0.55770576,1
0.031935047,0.3947291,-0.01861678,-0.55770576,1,0.03982963,0.5901074,-0.029770896,-0.8561954,1
0.03982963,0.5901074,-0.029770896,-0.8561954,1,0.05163178,0.78562206,-0.046894804,-1.1580888,1
0.05163178,0.78562206,-0.046894804,-1.1580888,1,0.06734422,0.98132277,-0.07005658,-1.4650992,1
0.06734422,0.98132277,-0.07005658,-1.4650992,0,0.08697067,0.7871253,-0.099358566,-1.1950973,1
0.08697067,0.7871253,-0.099358566,-1.1950973,0,0.10271318,0.5934202,-0.123260505,-0.935136,1
0.10271318,0.5934202,-0.123260505,-0.935136,1,0.114581585,0.78996974,-0.14196323,-1.2638704,1
0.114581585,0.78996974,-0.14196323,-1.2638704,1,0.13038097,0.9865919,-0.16724063,-1.5974338,1
0.13038097,0.9865919,-0.16724063,-1.5974338,1,0.15011282,1.1832547,-0.1991893,-1.937252,1
