state_0,state_1,state_2,state_3,action_count,next_state_0,next_state_1,next_state_2,next_state_3,rewards
0.04162444,0.01917714,-0.0039755106,-0.015389251,1,0.042007983,0.21435589,-0.0042832955,-0.30932385,1
0.042007983,0.21435589,-0.0042832955,-0.30932385,0,0.0462951,0.01929522,-0.010469772,-0.01799482,1
0.0462951,0.01929522,-0.010469772,-0.01799482,0,0.046681006,-0.17567503,-0.0108296685,0.27136648,1
0.046681006,-0.17567503,-0.0108296685,0.27136648,1,0.043167505,0.019599767,-0.005402339,-0.024712412,1
0.043167505,0.019599767,-0.005402339,-0.024712412,0,0.0435595,-0.17544429,-0.0058965874,0.26626113,1
0.0435595,-0.17544429,-0.0058965874,0.26626113,0,0.040050615,-0.37048158,-0.00057136494,0.5570784,1
0.040050615,-0.37048158,-0.00057136494,0.5570784,0,0.032640982,-0.5655955,0.010570203,0.84958124,1
0.032640982,-0.5655955,0.010570203,0.84958124,0,0.021329071,-0.76086,0.027561828,1.1455692,1
0.021329071,-0.76086,0.027561828,1.1455692,0,0.006111871,-0.9563309,0.050473213,1.4467664,1
0.006111871,-0.9563309,0.050473213,1.4467664,0,-0.013014747,-1.152036,0.07940854,1.754783,1
-0.013014747,-1.152036,0.07940854,1.754783,0,-0.036055468,-1.3479635,0.114504196,2.0710697,1
-0.036055468,-1.3479635,0.114504196,2.0710697,0,-0.06301474,-1.5440478,0.15592559,2.3968608,1
-0.06301474,-1.5440478,0.15592559,2.3968608,0,-0.093895696,-1.7401536,0.20386282,2.7331073,1
-0.093895696,-1.7401536,0.20386282,2.7331073,1,0.04833888,0.0062224763,7.4769065e-05,-0.0079124905,1
0.04833888,0.0062224763,7.4769065e-05,-0.0079124905,1,0.04846333,0.20134336,-8.348075e-05,-0.30057183,1
0.04846333,0.20134336,-8.348075e-05,-0.30057183,1,0.052490197,0.3964665,-0.006094917,-0.5932811,1
0.052490197,0.3964665,-0.006094917,-0.5932811,1,0.060419526,0.59167325,-0.01796054,-0.88787764,1
0.060419526,0.59167325,-0.01796054,-0.88787764,0,0.07225299,0.3967996,-0.03571809,-0.60089445,1
0.07225299,0.3967996,-0.03571809,-0.60089445,1,0.08018898,0.5924025,-0.04773598,-0.9046106,1
0.08018898,0.5924025,-0.04773598,-0.9046106,1,0.09203703,0.7881373,-0.06582819,-1.2119074,1
0.09203703,0.7881373,-0.06582819,-1.2119074,0,0.107799776,0.593924,-0.09006634,-0.94055784,1
0.107799776,0.593924,-0.09006634,-0.94055784,0,0.11967826,0.4001238,-0.108877495,-0.67747957,1
0.11967826,0.4001238,-0.108877495,-0.67747957,1,0.12768073,0.5965765,-0.12242709,-1.0023606,1
0.12768073,0.5965765,-0.12242709,-1.0023606,0,0.13961227,0.4032841,-0.1424743,-0.7504958,1
0.13961227,0.4032841,-0.1424743,-0.7504958,0,0.14767794,0.21038444,-0.15748422,-0.50582397,1
0.14767794,0.21038444,-0.15748422,-0.50582397,0,0.15188563,0.017791368,-0.16760069,-0.26661855,1
0.15188563,0.017791368,-0.16760069,-0.26661855,0,0.15224147,-0.17459154,-0.17293307,-0.031131977,1
0.15224147,-0.17459154,-0.17293307,-0.031131977,1,0.14874963,0.02253413,-0.1735557,-0.37299937,1
0.14874963,0.02253413,-0.1735557,-0.37299937,1,0.14920032,0.21964192,-0.18101569,-0.71498895,1
0.14920032,0.21964192,-0.18101569,-0.71498895,1,0.15359315,0.41674635,-0.19531547,-1.0587434,1
0.15359315,0.41674635,-0.19531547,-1.0587434,1,0.019765558,0.03921931,-0.037366197,-0.008377056,1
0.019765558,0.03921931,-0.037366197,-0.008377056,0,0.020549944,-0.15534739,-0.037533738,0.27228618,1
0.020549944,-0.15534739,-0.037533738,0.27228618,0,0.017442996,-0.34991422,-0.032088015,0.5528985,1
0.017442996,-0.34991422,-0.032088015,0.5528985,0,0.010444712,-0.5445712,-0.021030042,0.83530146,1
0.010444712,-0.5445712,-0.021030042,0.83530146,1,-0.00044671266,-0.3491684,-0.004324014,0.53607965,1
-0.00044671266,-0.3491684,-0.004324014,0.53607965,1,-0.0074300803,-0.1539859,0.006397579,0.2420374,1
-0.0074300803,-0.1539859,0.006397579,0.2420374,0,-0.010509798,-0.34919864,0.011238327,0.5367314,1
-0.010509798,-0.34919864,0.011238327,0.5367314,1,-0.017493771,-0.1542365,0.021972956,0.24761066,1
-0.017493771,-0.1542365,0.021972956,0.24761066,1,-0.020578502,0.04056486,0.026925169,-0.038061325,1
-0.020578502,0.04056486,0.026925169,-0.038061325,1,-0.019767204,0.23529056,0.026163941,-0.32212895,1
-0.019767204,0.23529056,0.026163941,-0.32212895,0,-0.015061392,0.03980599,0.019721363,-0.021311145,1
-0.015061392,0.03980599,0.019721363,-0.021311145,1,-0.014265273,0.23463964,0.01929514,-0.3077071,1
-0.014265273,0.23463964,0.01929514,-0.3077071,1,-0.00957248,0.42948142,0.013140998,-0.59424293,1
-0.00957248,0.42948142,0.013140998,-0.59424293,1,-0.0009828516,0.624417,0.0012561391,-0.8827577,1
-0.0009828516,0.624417,0.0012561391,-0.8827577,1,0.011505488,0.81952184,-0.016399015,-1.1750455,1
0.011505488,0.81952184,-0.016399015,-1.1750455,0,0.027895926,0.6246168,-0.039899923,-0.88754827,1
0.027895926,0.6246168,-0.039899923,-0.88754827,0,0.04038826,0.43005848,-0.05765089,-0.60767055,1
0.04038826,0.43005848,-0.05765089,-0.60767055,1,0.04898943,0.62593704,-0.0698043,-0.9179402,1
0.04898943,0.62593704,-0.0698043,-0.9179402,1,0.06150817,0.82192975,-0.08816311,-1.2317191,1
0.06150817,0.82192975,-0.08816311,-1.2317191,1,0.07794677,1.018068,-0.112797484,-1.5506701,1
0.07794677,1.018068,-0.112797484,-1.5506701,0,0.09830812,0.8244654,-0.14381088,-1.295204,1
0.09830812,0.8244654,-0.14381088,-1.295204,1,0.114797436,1.0210915,-0.16971497,-1.6292332,1
0.114797436,1.0210915,-0.16971497,-1.6292332,1,0.13521926,1.2177529,-0.20229964,-1.9696444,1
0.13521926,1.2177529,-0.20229964,-1.9696444,0,-0.018655406,0.009669957,0.024148012,0.046570163,1
-0.018655406,0.009669957,0.024148012,0.046570163,0,-0.018462006,-0.1857898,0.025079416,0.34677312,1
-0.018462006,-0.1857898,0.025079416,0.34677312,0,-0.022177802,-0.38125932,0.032014877,0.6472578,1
-0.022177802,-0.38125932,0.032014877,0.6472578,1,-0.02980299,-0.18659772,0.044960033,0.3648258,1
-0.02980299,-0.18659772,0.044960033,0.3648258,0,-0.033534944,-0.3823288,0.05225655,0.6713396,1
